row_id,ticker,company,entry_date,exit_date,era,instrument,exit_kind,exit_reason,sheet_return_pct,reconciled,note
194,CELH,Celsius,2022-06-24,2025-01-03,MODERN_LONG,LONG_EQUITY,BATCH,UNKNOWN,33.0,1,https://www.youtube.com/watch?v=9tSdrvRfpzY
128,CIFS,China Internet,2019-03-04,2019-03-27,DAYTRADE_2019_2020,SHORT_EQUITY,BATCH,UNKNOWN,38.0,0,
51,CRM,Salesforce.com,2015-04-30,2016-04-25,SHORT_BOOK_2014_2016,LONG_EQUITY,BATCH,UNKNOWN,5.0,1,
72,CSCO,Cisco,2016-04-28,2016-06-24,SHORT_BOOK_2014_2016,SHORT_EQUITY,BATCH,UNKNOWN,1.0,0,
29,CSOD,Cornerstone OnDemand,2014-07-28,2015-06-10,SHORT_BOOK_2014_2016,LONG_EQUITY,BATCH,UNKNOWN,24.0,0,
195,CTLP,Cantaloupe,2022-07-13,2023-05-29,MODERN_LONG,LONG_EQUITY,DECISION,UKLID,14.0,0,Open 4:06PM / via Blog (two positions is enough LOL!)
196,CTLP,Cantaloupe #2,2022-09-02,2023-05-29,MODERN_LONG,LONG_EQUITY,DECISION,UNKNOWN,13.0,0,See the Easy Money Portfolio / via Blog (still LOVE this one!)
198,CTLP,Cantaloupe,2022-09-29,2025-01-03,MODERN_LONG,LONG_EQUITY,BATCH,UNKNOWN,167.0,0,See the Easy Money Portfolio
199,CTLP,Cantaloupe #2,2022-10-19,2024-02-15,MODERN_LONG,LONG_EQUITY,DECISION,UNKNOWN,119.0,0,See the Easy Money Portfolio
231,CVV,CVD Equipment,2026-08-13,,MODERN_LONG,LONG_EQUITY,STILL_OPEN,,5.0,1,8/13/2026 - New priority idea for the research queue.
220,CXDO,Crexendo,2024-07-12,,MODERN_LONG,LONG_EQUITY,STILL_OPEN,,60.0,1,8/12/26 - I've been a strong buyer since earnings around these levels.
28,DATA,Tableau,2014-07-23,2015-06-22,SHORT_BOOK_2014_2016,LONG_EQUITY,BATCH,UNKNOWN,97.0,0,
49,DMRC,Digimarc,2015-03-19,2016-04-25,SHORT_BOOK_2014_2016,LONG_EQUITY,BATCH,UNKNOWN,27.0,1,
47,DNKN,Dunkin Donuts,2015-02-26,2015-06-22,SHORT_BOOK_2014_2016,SHORT_EQUITY,BATCH,UNKNOWN,-13.0,0,
31,DORM,Dorman,2014-09-04,2015-09-11,SHORT_BOOK_2014_2016,SHORT_EQUITY,DECISION,UNKNOWN,-13.0,0,
162,DPW,DPW Holdings,2020-04-07,2020-04-27,DAYTRADE_2019_2020,SHORT_EQUITY,DECISION,UNKNOWN,30.0,0,Open @ 3:38PM / Closed @ 1:40PM
173,DTEA,David's Tea,2020-12-15,2021-02-05,DAYTRADE_2019_2020,LONG_EQUITY,DECISION,UNKNOWN,258.0,1,Open 2:29PM / Closed 7:35AM
184,DTEA,David's Tea #2 (#1 was +258%!),2021-02-26,2021-06-16,MODERN_LONG,LONG_EQUITY,DECISION,UNKNOWN,43.0,1,Open 1:30PM / Closed 11AM
25,DWCH,Datawatch,2014-07-23,2015-06-10,SHORT_BOOK_2014_2016,SHORT_EQUITY,BATCH,UNKNOWN,16.0,0,
222,ECOR,Electrocore,2024-10-21,2025-05-02,MODERN_LONG,LONG_EQUITY,DECISION,TEZE_SE_ZLOMILA,6.0,1,5/2/25 -- Avoid. Not performing as management projected.
63,EMC,EMC,2015-10-15,2016-04-25,SHORT_BOOK_2014_2016,LONG_EQUITY,BATCH,UNKNOWN,-5.0,0,
215,EVLV,Evolv,2024-05-10,2024-10-31,MODERN_LONG,LONG_EQUITY,DECISION,TEZE_SE_ZLOMILA,7.0,1,"10/31/24 -- R/R says buy. Great product/biz, but CEO had to go. WILL revisit soon."
223,EVLV,Evolv,2024-11-26,2025-01-03,MODERN_LONG,LONG_EQUITY,BATCH,GRADUACE,17.0,1,"1/3/25 -- ""Graduated"" but a great company at the right price (R/R)!"
32,FARM,Farmer Brothers Stock,2014-09-11,2016-09-26,SHORT_BOOK_2014_2016,SHORT_EQUITY,DECISION,UNKNOWN,-56.0,0,
1,FB,Facebook,2014-05-08,2015-11-05,SHORT_BOOK_2014_2016,LONG_EQUITY,DECISION,UNKNOWN,92.0,0,
57,FB,Facebook,2015-06-23,2015-07-30,SHORT_BOOK_2014_2016,LONG_EQUITY,DECISION,UNKNOWN,8.0,0,
62,FIT,Fitbit,2015-09-03,2016-04-25,SHORT_BOOK_2014_2016,LONG_EQUITY,BATCH,UNKNOWN,-62.0,0,
73,FL,Foot Locker,2016-04-28,2016-06-24,SHORT_BOOK_2014_2016,SHORT_EQUITY,BATCH,UNKNOWN,14.0,0,
17,FSPM,Fusion Pharm Inc,2014-06-05,2015-06-10,SHORT_BOOK_2014_2016,SHORT_EQUITY,BATCH,UNKNOWN,96.0,0,
130,FUV,Arcimoto,2019-03-04,2019-06-06,DAYTRADE_2019_2020,SHORT_EQUITY,DECISION,UNKNOWN,38.0,0,
116,GAIA,GAIA,2017-11-07,2019-11-05,LONG_MICROCAP_2017_2018,LONG_EQUITY,DECISION,UNKNOWN,-28.0,0,Out (messaged on StockTwits) @ 12:23PM
136,GAIA,GAIA #2,2019-03-07,2019-11-05,DAYTRADE_2019_2020,LONG_EQUITY,DECISION,UNKNOWN,3.0,0,
189,GAIA,GAIA,2021-11-04,2023-05-26,MODERN_LONG,LONG_EQUITY,DECISION,UNKNOWN,-75.0,1,Open 1:30PM / Closed on YouTube LIVE
216,GEODF,Geodrill,2024-05-13,,MODERN_LONG,LONG_EQUITY,STILL_OPEN,,35.0,1,5/13/24 -- Good quarter announced. Bad news is behind us!
84,GIMO,Gigamon,2016-04-28,2016-05-18,SHORT_BOOK_2014_2016,SHORT_EQUITY,DECISION,UNKNOWN,2.0,0,
211,GKPRF,Gatekeeper,2024-03-22,2025-01-03,MODERN_LONG,LONG_EQUITY,BATCH,UNKNOWN,-24.0,1,Via Stock Talk LIVE @ 2:45PM
224,GKPRF,Gatekeeper,2025-05-16,,MODERN_LONG,LONG_EQUITY,STILL_OPEN,,249.0,1,8/12/26 - Broke through the 200DMA resistance. Stock should be much higher.
56,GLD,GLD Sept 110 Calls,2015-06-02,2015-09-18,SHORT_BOOK_2014_2016,OPTION,DECISION,UNKNOWN,100.0,0,
3,GLUU,Glu Mobile,2014-05-08,2016-04-25,SHORT_BOOK_2014_2016,LONG_EQUITY,BATCH,UNKNOWN,-29.0,0,
180,GME,Gamestop,2021-01-29,2021-02-04,MODERN_LONG,SHORT_EQUITY,DECISION,UNKNOWN,78.0,0,Open 3:05PM / Closed 11:45AM
183,GME,Gamestop April 300 call,2021-02-25,2021-02-26,MODERN_LONG,OPTION,DECISION,UNKNOWN,68.0,0,Open 11:35AM
19,GSAT,Globalstar,2014-06-12,2015-06-22,SHORT_BOOK_2014_2016,SHORT_EQUITY,BATCH,UNKNOWN,44.0,0,
89,GSAT,Globalstar Jul 1.50 puts,2017-01-06,2017-07-21,LONG_MICROCAP_2017_2018,OPTION,DECISION,UNKNOWN,100.0,0,
169,GSX,GSX Techedu (Short),2020-07-08,2021-03-26,DAYTRADE_2019_2020,SHORT_EQUITY,DECISION,UNKNOWN,40.0,0,Open 11:34AM / Closed 1:40PM
82,GT,Goodyear Tire,2016-04-28,2016-06-24,SHORT_BOOK_2014_2016,SHORT_EQUITY,BATCH,UNKNOWN,14.0,0,
93,HDSN,Hudson Technologies,2017-03-03,2017-08-09,LONG_MICROCAP_2017_2018,LONG_EQUITY,DECISION,TEZE_SE_ZLOMILA,13.0,1,R-22 reclamation opportunity not panning out quickly enough
94,HDSN,Hudson Technologies (#2),2017-03-21,2017-07-26,LONG_MICROCAP_2017_2018,LONG_EQUITY,DECISION,UKLID,36.0,1,"Double bookmark was justified, but now closing it out."
104,HDSN,Hudson Technologies [2],2017-08-10,2017-09-21,LONG_MICROCAP_2017_2018,LONG_EQUITY,DECISION,TEZE_SE_ZLOMILA,-11.0,1,Lost interest after seeing a strong run & a credible short article
122,HEAR,Turtle Beach (Write Jan Puts) [6],2018-06-12,2018-09-25,LONG_MICROCAP_2017_2018,OPTION,DECISION,UNKNOWN,43.0,0,My Top 7 Holdings... Including a NEW Pick!
64,HIVE,Aerohive Networks,2016-01-08,2016-10-04,SHORT_BOOK_2014_2016,LONG_EQUITY,DECISION,UNKNOWN,56.0,0,
95,HIVE,Aerohive Networks,2017-05-18,2017-09-29,LONG_MICROCAP_2017_2018,LONG_EQUITY,DECISION,ZTRATA_ZAJMU,-6.0,0,Lower conviction. Clearing it out.
106,HMNY,Helios & Matheson,2017-09-18,2017-09-19,LONG_MICROCAP_2017_2018,LONG_EQUITY,DECISION,UKLID,19.0,1,Closing the double bookmark
107,HMNY,Helios & Matheson,2017-09-18,2017-10-11,LONG_MICROCAP_2017_2018,LONG_EQUITY,BATCH,RR_PRAVIDLO,895.0,1,Crazy. Removed from interest list. Reassess on pullback.
114,HMNY,Helios & Matheson,2017-10-12,2017-10-19,LONG_MICROCAP_2017_2018,LONG_EQUITY,DECISION,UNKNOWN,-30.0,1,"Studios are a legit opportunity, but need to assess the valuation."
115,HMNY,Helios & Matheson,2017-11-06,2017-11-13,LONG_MICROCAP_2017_2018,LONG_EQUITY,DECISION,UKLID,13.0,1,Still very interested. Just closing this entry. Leaving the original.
118,HMNY,Helios & Matheson (Short),2017-12-12,2018-05-09,LONG_MICROCAP_2017_2018,SHORT_EQUITY,DECISION,UNKNOWN,92.0,0,"Studios are a legit opportunity, but need to assess the valuation."
121,HMNY,Helios & Matheson (Short),2018-05-21,2018-07-24,LONG_MICROCAP_2017_2018,SHORT_EQUITY,DECISION,UNKNOWN,85.0,0,Reshorting HMNY Report
44,HUBS,Hubspot,2015-02-10,2015-02-12,SHORT_BOOK_2014_2016,LONG_EQUITY,DECISION,UNKNOWN,7.0,1,
60,HUBS,Hubspot,2015-07-23,2016-04-25,SHORT_BOOK_2014_2016,LONG_EQUITY,BATCH,UNKNOWN,-16.0,1,
141,HYRE,HyreCar,2019-07-19,2019-08-21,DAYTRADE_2019_2020,LONG_EQUITY,DECISION,UNKNOWN,23.0,0,
158,IBIO,IBIO,2020-03-02,2020-03-04,DAYTRADE_2019_2020,SHORT_EQUITY,DECISION,UNKNOWN,36.0,0,10:59AM / 10:50AM
159,IBIO,IBIO,2020-03-04,2020-03-17,DAYTRADE_2019_2020,SHORT_EQUITY,DECISION,UNKNOWN,39.0,0,Moved up 10% quick! Re-established @ 12:26 / Out @ 10:18
26,IBM,IBM,2014-07-23,2015-06-10,SHORT_BOOK_2014_2016,LONG_EQUITY,BATCH,UNKNOWN,-2.0,1,
39,IBM,IBM,2014-11-06,2015-06-22,SHORT_BOOK_2014_2016,SHORT_EQUITY,BATCH,UNKNOWN,-4.0,0,
65,IBM,IBM,2016-04-18,2016-04-19,SHORT_BOOK_2014_2016,SHORT_EQUITY,DECISION,UNKNOWN,4.0,0,
226,IDN,Intellicheck,2025-05-23,2025-11-13,MODERN_LONG,LONG_EQUITY,DECISION,RR_PRAVIDLO,57.0,1,"11/13/25 -- Great earnings last night, but +50% reaction feels too aggressive. Want to rebuy lower."
161,IMAC,IMAC Holdings,2020-03-26,2020-03-27,DAYTRADE_2019_2020,SHORT_EQUITY,DECISION,UNKNOWN,12.0,0,Open 3:27PM / Close 10:25AM
160,IMV,IMV,2020-03-18,2020-03-18,DAYTRADE_2019_2020,SHORT_EQUITY,DECISION,UNKNOWN,34.0,0,Open 8:47AM / Closed 1:51 PM
185,IRIX,Iridex,2021-03-03,2021-04-26,MODERN_LONG,LONG_EQUITY,DECISION,ALERT,35.0,1,Open 10:45AM / Closed via Yellow Alert
207,IRIX,Iridex,2023-09-29,2025-01-03,MODERN_LONG,LONG_EQUITY,BATCH,UNKNOWN,-16.0,1,Article releaased at 2:00PM ET
221,ITMSF,Intermap,2024-07-19,,MODERN_LONG,LONG_EQUITY,STILL_OPEN,,88.0,1,7/22/25 -- Awaiting binary outcome on Indonesia contract.
191,IWM,Russell 2000 ETF,2022-02-03,2022-04-25,MODERN_LONG,ETF_HEDGE,DECISION,UNKNOWN,5.0,0,HEDGE - Open 12:17PM
228,IZEA,IZEA,2025-10-10,,MODERN_LONG,LONG_EQUITY,STILL_OPEN,,-24.0,1,10/10/25 -- AI should benefit social media influencers greatly.
20,JAKK,JAKKS Pacific,2014-06-12,2016-12-06,SHORT_BOOK_2014_2016,LONG_EQUITY,DECISION,UNKNOWN,-5.0,1,
24,KING,King Digital,2014-07-10,2016-04-25,SHORT_BOOK_2014_2016,SHORT_EQUITY,BATCH,UNKNOWN,9.0,0,
129,KNDI,Kandi Tech,2019-03-04,2019-03-27,DAYTRADE_2019_2020,SHORT_EQUITY,BATCH,UNKNOWN,31.0,0,
127,KR,Kroger,2019-03-04,2019-07-11,DAYTRADE_2019_2020,SHORT_EQUITY,DECISION,UNKNOWN,24.0,0,
218,KRKNF,Kraken,2024-06-21,2025-01-03,MODERN_LONG,LONG_EQUITY,BATCH,RR_PRAVIDLO,172.0,1,"1/3/25 -- Sold most of my shares, but ""afraid"" it will just keep going. Anduril connection!"
2,LGF,Lionsgate Films,2014-05-08,2015-08-12,SHORT_BOOK_2014_2016,LONG_EQUITY,DECISION,UNKNOWN,50.0,0,
4,MATR,Mattersight,2014-05-14,2017-09-19,SHORT_BOOK_2014_2016,LONG_EQUITY,DECISION,UKLID,-50.0,1,
98,MATR,Mattersight,2017-05-22,2017-09-19,LONG_MICROCAP_2017_2018,LONG_EQUITY,DECISION,TEZE_SE_ZLOMILA,4.0,1,"Product is real, but management has been awful"
22,MCZ,Mad Catz,2014-07-02,2015-06-22,SHORT_BOOK_2014_2016,LONG_EQUITY,BATCH,UNKNOWN,-24.0,0,
9,MDBX,Medbox Inc,2014-06-05,2015-06-10,SHORT_BOOK_2014_2016,SHORT_EQUITY,BATCH,UNKNOWN,98.0,0,
78,MFIN,Medallion Financial,2016-04-28,2017-02-09,SHORT_BOOK_2014_2016,SHORT_EQUITY,DECISION,UNKNOWN,76.0,0,
76,MIDD,Middleby Company,2016-04-28,2017-10-11,SHORT_BOOK_2014_2016,SHORT_EQUITY,BATCH,UNKNOWN,-12.0,0,
16,MJNE,MJ Holdings,2014-06-05,2015-06-10,SHORT_BOOK_2014_2016,SHORT_EQUITY,BATCH,UNKNOWN,52.0,0,
45,MKTO,Marketo,2015-02-10,2015-02-12,SHORT_BOOK_2014_2016,SHORT_EQUITY,DECISION,UNKNOWN,18.0,0,
66,MLNX,Mellanox,2016-04-28,2016-06-24,SHORT_BOOK_2014_2016,LONG_EQUITY,BATCH,UNKNOWN,6.0,0,
85,MLNX,Mellanox,2016-08-12,2017-03-03,SHORT_BOOK_2014_2016,LONG_EQUITY,DECISION,UNKNOWN,15.0,0,
178,MOGO,Mogo Finance Company *,2021-01-14,2021-02-09,MODERN_LONG,LONG_EQUITY,DECISION,RR_PRAVIDLO,119.0,0,Open 12:30PM / Took profits (Risk/Reward) @ 11!
179,MOGO,Mogo Finance Company,2021-01-14,2021-04-26,MODERN_LONG,LONG_EQUITY,DECISION,ALERT,56.0,0,Remainder post-taking profits (above) / Closed via Yellow Alert
86,MRIN,Marin Software,2016-12-29,2017-09-19,SHORT_BOOK_2014_2016,LONG_EQUITY,DECISION,UKLID,-29.0,0,
92,MRIN,Marin Software,2017-03-03,2019-04-01,LONG_MICROCAP_2017_2018,LONG_EQUITY,DECISION,UKLID,-58.0,0,Closing repetitive position on recent rebound.
124,MRIN,Marin Software,2018-12-28,2019-11-13,LONG_MICROCAP_2017_2018,LONG_EQUITY,DECISION,UNKNOWN,-71.0,0,
91,MRNA,Marina Biotech,2017-02-10,2017-03-03,LONG_MICROCAP_2017_2018,LONG_EQUITY,DECISION,RR_PRAVIDLO,25.0,0,"Quick move, so no longer interested."
27,MSTR,Microstrategy,2014-07-23,2015-06-22,SHORT_BOOK_2014_2016,LONG_EQUITY,BATCH,UNKNOWN,27.0,1,
15,MYHI,Mtn High Acquis,2014-06-05,2015-06-10,SHORT_BOOK_2014_2016,SHORT_EQUITY,BATCH,UNKNOWN,97.0,0,
96,NBEV,New Age Beverages,2017-05-18,2017-05-22,LONG_MICROCAP_2017_2018,LONG_EQUITY,DECISION,TEZE_SE_ZLOMILA,35.0,0,"Good story, but follow-up research said ""it's half baked"""
134,NBEV,New Age Beverages,2019-03-06,2019-09-23,DAYTRADE_2019_2020,SHORT_EQUITY,DECISION,UNKNOWN,49.0,0,
145,NBEV,New Age Beverages,2019-09-24,2019-10-03,DAYTRADE_2019_2020,SHORT_EQUITY,DECISION,UNKNOWN,17.0,0,
59,NEWR,New Relic,2015-07-16,2015-08-12,SHORT_BOOK_2014_2016,LONG_EQUITY,DECISION,UNKNOWN,-2.0,0,
153,NNVC,Nanoviricides,2020-02-11,2020-02-28,DAYTRADE_2019_2020,SHORT_EQUITY,DECISION,RR_PRAVIDLO,-19.0,0,Covered @ profit days ago. Forgot to close it here. Closed @ 3:08PM
7,NOW,"ServiceNow, Inc.",2014-05-29,2015-09-11,SHORT_BOOK_2014_2016,LONG_EQUITY,DECISION,UNKNOWN,34.0,1,
157,NVAX,Novavax,2020-03-02,2020-03-04,DAYTRADE_2019_2020,SHORT_EQUITY,DECISION,UNKNOWN,8.0,0,10:59AM / 10:50AM
205,NVDA,Nvdia,2023-08-18,2025-01-03,MODERN_LONG,LONG_EQUITY,BATCH,UNKNOWN,233.0,1,https://www.youtube.com/watch?v=YKBA_81XenY&t=3486s
79,NXPI,NXP Semiconductors,2016-04-28,2017-05-12,SHORT_BOOK_2014_2016,SHORT_EQUITY,BATCH,UNKNOWN,-24.0,0,
52,ORCL,Oracle,2015-04-30,2016-04-25,SHORT_BOOK_2014_2016,SHORT_EQUITY,BATCH,UNKNOWN,7.0,0,
203,OSSIF,OneSoft Solutions,2023-07-07,2024-09-17,MODERN_LONG,LONG_EQUITY,DECISION,UNKNOWN,70.0,0,Opened LIVE @ 3:14PM
46,OSTK,Overstock,2015-02-12,2016-04-25,SHORT_BOOK_2014_2016,SHORT_EQUITY,BATCH,UNKNOWN,32.0,0,
55,PERF,Perfumania,2015-05-21,2016-04-25,SHORT_BOOK_2014_2016,SHORT_EQUITY,BATCH,UNKNOWN,46.0,0,
200,PESI,Perma-Fix,2023-03-10,2024-02-16,MODERN_LONG,LONG_EQUITY,DECISION,WAIT_TIME,10.0,1,Made for great trades and +10% as an investment... but Wait Time now!
108,PLSE,PULSE BIOSCIENCES,2017-09-29,2017-10-27,LONG_MICROCAP_2017_2018,SHORT_EQUITY,DECISION,TEZE_SE_ZLOMILA,-30.0,0,"Was inclined to be negative, but couldn't get expert validation."
81,POST,Post Holdings,2016-04-28,2017-09-20,SHORT_BOOK_2014_2016,SHORT_EQUITY,DECISION,UNKNOWN,-23.0,0,
67,PRO,PROS Holdings,2016-04-28,2016-08-01,SHORT_BOOK_2014_2016,LONG_EQUITY,DECISION,UNKNOWN,59.0,0,
23,PXLW,Pixelworks,2014-07-10,2015-06-22,SHORT_BOOK_2014_2016,SHORT_EQUITY,BATCH,UNKNOWN,22.0,0,
97,PXLW,Pixelworks,2017-05-18,2017-05-24,LONG_MICROCAP_2017_2018,SHORT_EQUITY,DECISION,ZTRATA_ZAJMU,16.0,0,Investigate as a short-term play after an unjustified run / acquisiton
202,QIPT,Quipt Home Medical,2023-05-26,2025-01-03,MODERN_LONG,LONG_EQUITY,BATCH,UNKNOWN,-42.0,0,Opened LIVE @ 2:39PM
214,QIPT,Quipt #2,2024-05-03,2025-01-03,MODERN_LONG,LONG_EQUITY,BATCH,UNKNOWN,-21.0,0,12/15/25 -- Acquired !
38,QLIK,QlikTech,2014-09-30,2015-06-22,SHORT_BOOK_2014_2016,LONG_EQUITY,BATCH,UNKNOWN,35.0,0,
61,RDCM,Radcom,2015-08-14,2017-10-11,SHORT_BOOK_2014_2016,LONG_EQUITY,BATCH,UNKNOWN,112.0,0,
103,RDCM,Radcom,2017-08-09,2020-04-30,LONG_MICROCAP_2017_2018,LONG_EQUITY,DECISION,UNKNOWN,-64.0,0,Oct 10 -- Buy rated @ Blair https://tinyurl.com/BlairRDCM / Closed 6PM
230,RDCM,RADCOM,2026-06-18,,MODERN_LONG,LONG_EQUITY,STILL_OPEN,,-18.0,1,8/12/26 - I was a strong buyer this AM.
50,RHT,Red Hat,2015-03-25,2016-04-25,SHORT_BOOK_2014_2016,LONG_EQUITY,BATCH,UNKNOWN,9.0,0,
126,RKDA,Arcadia Bio,2019-03-04,2019-03-27,DAYTRADE_2019_2020,SHORT_EQUITY,BATCH,UNKNOWN,9.0,0,
37,RKNEF,Redknee,2014-09-25,2017-03-06,SHORT_BOOK_2014_2016,LONG_EQUITY,DECISION,UNKNOWN,-78.0,0,
30,RNDY,Roundy's,2014-08-07,2015-06-22,SHORT_BOOK_2014_2016,LONG_EQUITY,BATCH,UNKNOWN,-34.0,0,
18,RNWK,RealNetworks,2014-06-12,2015-06-22,SHORT_BOOK_2014_2016,SHORT_EQUITY,BATCH,UNKNOWN,22.0,0,
53,RSYS,Radisys,2015-05-06,2016-04-25,SHORT_BOOK_2014_2016,LONG_EQUITY,BATCH,UNKNOWN,96.0,1,
88,RSYS,Radisys,2017-01-05,2017-10-26,LONG_MICROCAP_2017_2018,LONG_EQUITY,DECISION,TEZE_SE_ZLOMILA,-71.0,1,10/26: May succumb to a weak Q and tax-loss selling. [1]
101,RSYS,Radisys,2017-08-02,2017-08-09,LONG_MICROCAP_2017_2018,LONG_EQUITY,DECISION,UKLID,-12.0,1,Closing the double bookmark
69,RWM,Short Russell 2000 ETF ***,2016-04-28,2017-10-11,SHORT_BOOK_2014_2016,ETF_HEDGE,BATCH,UNKNOWN,-28.0,0,
154,RWM,RUSSELL SHORT ETF,2020-02-14,2020-03-09,DAYTRADE_2019_2020,ETF_HEDGE,DECISION,ALERT,27.0,0,ORANGE (LEVEL 2) ALERT LIFTED @ 7:30PM
